date,headline,news,pdf-pill-label (2),text-nowrap,endless_more href,endless_more,minorchange (6),minorchange (7),minorchange (8),loginModal href,cblack href,cblack,pp-restricted-content href,pp-restricted-content,hidden-premium-post,hidden-premium-post href,hidden-premium-post (2),hidden-premium-post (3),pp-readmore-btn src,hideForSubscriber,minorchange (9),minorchange (10),card-block (3),card-block href,card-block (4),card-block href (2),card-block href (3),card-block (5),card-block (6),card-block href (4),card-block (7),card-block (8),card-block (9),card-block (10),card-block (11),card-block (12),card-title,card-block (50),card-block (51),gr href
25 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Feb 2022,Jio launches two new prepaid packs with Disney+ Hotstar premium plans,"The new Rs 1,499 plan lets users enjoy a 1-Year Disney+ Hotstar Premium subscription, along with 2 GB data per day, 84 days validity, unlimited voice, 100 SMS per day and subscription to Jio Apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Feb 2022,India's green energy exports to touch $500 bn in 20 years: Mukesh Ambani,"The statement comes at a time when RIL has started aggressive expansion into the green energy sector with solar equipment manufacturing, green hydrogen production and energy storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=183&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Feb 2022,Reliance Jio's IAX undersea cable system to land in Maldives,"The high capacity and high-speed IAX system will connect Hulhumale, Maldives directly with world's major internet hubs in India and Singapore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Feb 2022,"India's Green Hydrogen Policy to benefit RIL, Tata Power the most: Analysts",RIL has already spent $1.4 billion to acquire technologies across the solar battery and hydrogen ecosystems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Feb 2022,"Anmol-Khrisha wedding: Mukesh Ambani's family, Bachchans attend ceremony; see pics",Reliance Industries Chairman Mukesh Ambani's family and the Bachchan family attended the wedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Feb 2022,"Weekly rundown: Uniphore turns unicorn, Jio backs InMobi's Glance, Mamaearth snaps up BBlunt","Glance, the AI-driven lock-screen platform owned by ad-tech firm InMobi, announced a $200 million funding round from Mukesh Ambani-led Reliance Industries' Jio Platforms Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Feb 2022,"Minority stakes in Glance, Dunzo signal RIL's attempt for retail expansion","All told, RIL has now picked up minority stakes in retail online platform start-ups with founders leading the game",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Feb 2022,"Metaverse to push data usage by 20X in 10 years; Jio, Airtel to gain: Report",The report said metaverse has enormous potential to further expand screen time and drive more bandwidth consumption.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Feb 2022,"Big Tech vs Reliance Industries, Paytm in data localisation row","RIL, Paytm support localisation; global tech firms say it could have socioeconomic fallouts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=184&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Feb 2022,We want to create surface OS for future internet: InMobi CEO Naveen Tewari,"On Monday, Glance announced a $200 million deal with billionaire Mukesh Ambani's Jio Platforms Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Feb 2022,,"Q3FY22 Review: Growth blunts cost inflation, CPI: CPI touches 6%, RIL: Derisking the O2C business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Feb 2022,Glance raises $200 mn from Jio; announces partnership with Reliance Retail,"In addition, Glance's lock screen platform' will be integrated into the JioPhone Next smartphones.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 Feb 2022, 10:54AM",Morgan Stanley sees 25% upside in Reliance Industries; here's why,"The operator of the world's largest oil refining complex will repurpose a Rs 30,000 crore plant that currently converts petroleum coke into synthesis gas to produce blue hydrogen for USD 1.2-1.5 a kilogram, Reliance said in a presentation detailing the separation plan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 Feb 2022, 08:39AM",RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 Feb 2022, 12:00AM",,RIL plans to restructure a part of its O2C business to address climate risks and open up new opportunities for value addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Feb 2022, 12:00AM",,"The earlier commissioned Refinery Off-Gas Cracker uses refinery off-gases as feedstock, which is being used for energy/utilities in the Jamnagar complex. The further expansions increased the energy/utilities demand for which the petcoke gasifiers were constructed. The energy demand of the Jamnagar complex is currently being met through fossil fuels including syngas from the gasifiers. The company intends to replace this progressively using a basket of renewables including solar, biomass, and hydrogen and also by changing steam drives to electric drives....",,,,,,,,https://trendlyne.com/visitor/loginmodal.html?next=/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=185&qstime=1728896616&querystring_key=next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 Feb 2022, 04:55PM",Reliance Industries targets to become world's top blue hydrogen maker,"Hydrogen is the cleanest form of known fuel. Depending on production methods, hydrogen can be grey, blue or green.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Investor Presentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Feb 2022,RIL completes planned acquisition of 40% stake in Sterling and Wilson RE,"The acquisition is part of the USD 2 billion Ambani had earmarked for acquisitions to create clean energy capabilities. Ambani had at Reliance's annual general meeting last year announced spending of Rs 60,000 crore on creating clean energy manufacturing capacity and Rs 15,000 crore on the value chain and technology.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Updates on Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=186&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Newspaper Publication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Feb 2022,Reliance Industries seeks $14 for gas from CBM block amid spike in global energy prices,"In an attempt to cash in on the recent spike in global energy prices, Reliance Industries Ltd is seeking a minimum of USD 14 for selling natural gas being produced from coal seams in a block in Madhya Pradesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Feb 2022,Jio one of Meta's most important partnerships: Sheryl Sandberg,"The Meta COO, in an exclusive conversation with Business Today, says that the company is always on the lookout for the right partnerships with local firms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Feb 2022,"RELIANCE INDUSTRIES LTD. - 500325 - Meetings Of Secured Creditors, Unsecured Creditors And Equity Shareholders Of …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Feb 2022,"RELIANCE INDUSTRIES LTD. - 500325 - Meetings Of Secured Creditors, Unsecured Creditors And Equity Shareholders Of …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Feb 2022,Reliance Jio Faces Over 8-Hour Long Outage In Mumbai,"The country's largest telco Reliance Jio faced an over eight-hour long outage in the financial capital on Saturday, wherein its subscribers were unable to make or receive calls.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Feb 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=187&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Jan 2022,"Reliance Industries shares gain nearly 2% after CLSA upgrades rating, raises target price","The share touched a 52-week high of Rs 2,750 and a 52-week low of Rs 1,830.00 on October 19, 2021 and January 29, 2021, respectively",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Jan 2022,Mcap of 9 of top-10 most valued firms erodes by over Rs 3 trn; RIL top drag,"From the top-10 list, State Bank of India was the lone gainer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Jan 2022,Mukesh Ambani's $75 Billion plan aims to make India a hydrogen Hub,"Billionaire Mukesh Ambani announced plans earlier this month to invest $75 billion in renewables infrastructure including generation plants, solar panels and electrolyzers.Analysts say Reliance is likely to opt for hydrogen in a bid to avoid India's wholesale electricity market, which is dominated by financially stressed utilities and plagued by delayed payments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Updates on Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jan 2022,RIL In Talks To Raise $1.6 Billion As Viacom Looks To Lower Stake: Report,"Reliance Industries is in talks with investors to raise up to $1.6 billion for its broadcasting business as its partner, ViacomCBS, looks to pare its interest in the joint venture, two sources...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jan 2022,,Q3 results a mixed bag retail and oil & gas performed well but digital services and O2C delivered muted sequential growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jan 2022,,"Strategic investments and partnerships across all business segments, leading position in digital services platform and Omni channel retail strategy will drive future growth. Recovery in global oil and energy markets will aid stronger fuel margins. Hence, we reiterate our BUY rating on the stock with a revised TP of Rs. 2,758 based on SOTP. Record quarterly topline across business segments RIL reported its all-time high quarterly revenue of Rs. 191,271cr in Q3FY22 (+54.3% YoY,+9.9% QoQ), driven by strong contribution across all businesses. Oil to Chemicals...",,,,,,revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Jan 2022,Jio-bp opens EV charging hub in Delhi,"RBML had launched its first Jio-bp branded Mobility Station at Navde, Navi Mumbai in October last year. And since then it has been scaling up the network.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Jan 2022,Testing time for RIL; will the stock manage to hold its one-year support?,"The index heavyweight lost significant ground after breaking its earlier support at Rs 2,600, and now trades 18 per cent lower from its 52-weeks high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Jan 2022,RIL's new energy biz to raise up to $3 bn,"Conglomerate reaches out to pension fund, sovereign wealth funds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jan 2022,Reliance Industries expects bumper profits from global gas crunch,The conglomerate expects India in April to raise the price cap for its offshore gas sales by nearly 60% to around $10 per million British thermal units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jan 2022,,,,,,,,,,,https://trendlyne.com/posts/3351522/ril-is-on-an-investment-spree-as-consumer-businesses-grow-at-a-fair-clip,"RIL is on an investment spree, as consumer businesses grow at a fair clip",https://trendlyne.com/author/2/vivek-ananth/,By Vivek Ananth,"As an investor,",https://trendlyne.com/equity/1127/RELIANCE/reliance-industries-ltd/,Reliance Industries,"’ stock feels a lot like a complex ETF. The company encompasses a myriad of businesses. It’s the primary investment vehicle for its owners, and investors are hoping that all past, current, and future bets pay off. Its Q3FY22 results again show that the Reliance Industries' (RIL) management, more than anything, knows how to build …",https://cdn-static.trendlyne.com/static/img/common/gold-premium-crown.png,This is a premium article. Click here to read.,,,,,,,,,,,,,,,,,,,,
24 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - News Clarification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jan 2022,,"crore (accounting for 1.10% of total sales). Sales of Digital Services segment has gone up 6.43% to Rs 25,200.00 crore (accounting for 10.80% of total sales). Sales of Financial services segment has gone down 5.86% to Rs 611.00 crore (accounting for 0.26% of total sales). Sales of Oil to Chemicals (02C) segment has gone up 56.76% to Rs 1,31,427.00 crore (accounting for 56.32% of total sales). Sales of Retail segment has gone up 52.45% to Rs 57,717.00 crore...",,,,,Sales,sales,Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Jan 2022,Reliance Industries may reverse feeble stock showing on strong outlook,"Major rerating, however, will depend on multiple triggers playing out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Jan 2022,,gas to oil switch (Singapore GRMs at over USD7/bbl vs USD3 in H1) 2) higher gas realization in H2 are at USD6.13/mmbtu (H1 USD3.62) and 3) improving retail profitability trend as pandemic concerns ease. Recent tariff hikes and launch of 4G Jio Phone will accelerate digitization and drive customers to shift from 2G. All round recovery in global economic activity augurs well for all RIL's business segments and we believe RIL is well positioned to incubate new business and pursue inorganic opportunities with its liquid BS. Maintain...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Jan 2022,,"Reliance Industries (RIL)'s 3QFY22 consolidated revenue/ EBITDA was up 57%/38% YoY (in-line), and standalone EBITDA grew 60%. RJio's EBITDA was in-line (up 17% YoY, 6% QoQ), while Retail EBITDA recovered by 24% YoY (inline). RJio's revenue/ EBITDA growth was aided by the partial benefit of tariff hikes, which were up 3%/6% QoQ (in-line), and drove ARPUs higher by 6%. This was partly offset by a second consecutive quarter of net subscriber decline of 8.5m. The EBITDA margin improved 120bp sequentially to 49.2%. Reliance Retail's net revenues were up 53% YoY (4% beat) and 25% above...",,,,,EBITDA,revenue,EBITDA,https://trendlyne.com/visitor/loginmodal.html?next=/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=188&qstime=1728896616&querystring_key=next,,,,,,,,,,,EBITDA,higher,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=189&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Monitoring Agency Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jan 2022,Reliance Dec quarter profit jumps 42% on energy boost,"Net profit rose to 18,549 crore in the three months ended December from 13,101 crore the year earlier, Reliance Industries said in a statement. Revenue rose 54% to 1.91 trillion from 1.23 trillion a year ago.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Investor Presentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release (Revised),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jan 2022,"Jio posts 10% rise in net profit at Rs 3,615 cr in Dec quarter; ARPU grows 5.6%","Reliance Jio's revenue from operations stood Rs 19,347 crore versus 18,492 crore in the same quarter last fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jan 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Board Meeting Outcome for Consolidated And Standalone Unaudited Financial Results …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=190&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Jan 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Jan 2022,Reliance Retail acquires about 55% stake in Addverb Technologies: RIL,"Reliance Retail had acquired about 55 per cent stake in robotics firm Addverb Technologies in July 2021, Indian conglomerate Reliance Industries Limited said in a filing on Wednesday. Addverb Technologies co-founder and CEO Sangeet Kumar has told PTI that Reliance Retail has invested USD 132 million (about Rs 983 crore) in the company and will hold around 54 per cent stake in the robotics start-up. ""Reliance Retail Ventures Limited (RRVL) had acquired approximately 55 per cent stake in Addverb Technologies Private Limited (Addverb) in July 2021,"" RIL said in the filing. Kumar had said Reliance was already one of Addverb's clients, with whom the company had co-created and delivered highly automated warehouses for their Jio-Mart grocery business. The comfort level and the trust factor were already in place, which led to the association between the two firms, he said. The strategic partnership with Reliance Retail will help Addverb Technologies leverage 5G, battery technology through",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
